Part           	Vertex         	Longitude (dd) 	Latitude (dd)  	Z (Meters)     
1              	104            	172.6679892°E  	43.7849413°S   	0              
1              	105            	172.6615495°E  	43.7866165°S   	0              
1              	106            	172.6603947°E  	43.7840720°S   	0              
1              	107            	172.6653681°E  	43.7832396°S   	0              
1              	108            	172.6671300°E  	43.7817625°S   	0              
1              	109            	172.6642216°E  	43.7792129°S   	0              
1              	110            	172.6580613°E  	43.7832180°S   	0              
1              	111            	172.6533935°E  	43.7817217°S   	0              
1              	112            	172.6563234°E  	43.7804600°S   	0              
1              	113            	172.6610259°E  	43.7758154°S   	0              
1              	114            	172.6636774°E  	43.7720116°S   	0              
1              	115            	172.6689724°E  	43.7656744°S   	0              
1              	116            	172.6739546°E  	43.7629359°S   	0              
1              	117            	172.6792160°E  	43.7625272°S   	0              
1              	118            	172.6818568°E  	43.7604171°S   	0              
1              	119            	172.6865646°E  	43.7540774°S   	0              
1              	120            	172.6874630°E  	43.7498447°S   	0              
1              	121            	172.6889488°E  	43.7449783°S   	0              
1              	122            	172.6916124°E  	43.7382093°S   	0              
1              	123            	172.6951450°E  	43.7327131°S   	0              
1              	124            	172.6992419°E  	43.7310299°S   	0              
1              	125            	172.7039194°E  	43.7299833°S   	0              
1              	126            	172.7094728°E  	43.7289387°S   	0              
1              	127            	172.7141511°E  	43.7276800°S   	0              
1              	128            	172.7185440°E  	43.7249380°S   	0              
1              	129            	172.7249756°E  	43.7232596°S   	0              
1              	130            	172.7258622°E  	43.7209324°S   	0              
1              	131            	172.7182620°E  	43.7228198°S   	0              
1              	132            	172.7138752°E  	43.7242912°S   	0              
1              	133            	172.7056912°E  	43.7259645°S   	0              
1              	134            	172.7021925°E  	43.7248966°S   	0              
1              	135            	172.6978020°E  	43.7270027°S   	0              
1              	136            	172.6931332°E  	43.7263549°S   	0              
1              	137            	172.6919522°E  	43.7288929°S   	0              
1              	138            	172.6913562°E  	43.7312206°S   	0              
1              	139            	172.6893011°E  	43.7333326°S   	0              
1              	140            	172.6866551°E  	43.7367135°S   	0              
1              	141            	172.6860445°E  	43.7417940°S   	0              
1              	142            	172.6831048°E  	43.7453858°S   	0              
1              	143            	172.6819218°E  	43.7481353°S   	0              
1              	144            	172.6807129°E  	43.7557552°S   	0              
1              	145            	172.6780700°E  	43.7582889°S   	0              
1              	146            	172.6742778°E  	43.7572194°S   	0              
1              	147            	172.6672486°E  	43.7603755°S   	0              
1              	148            	172.6605133°E  	43.7631085°S   	0              
1              	149            	172.6549461°E  	43.7658446°S   	0              
1              	150            	172.6528898°E  	43.7677442°S   	0              
1              	151            	172.6505399°E  	43.7698546°S   	0              
1              	152            	172.6484758°E  	43.7730246°S   	0              
1              	153            	172.6464178°E  	43.7751359°S   	0              
1              	154            	172.6461443°E  	43.7719587°S   	0              
1              	155            	172.6476252°E  	43.7685751°S   	0              
1              	156            	172.6482245°E  	43.7660359°S   	0              
1              	157            	172.6499987°E  	43.7624415°S   	0              
1              	158            	172.6523544°E  	43.7592723°S   	0              
1              	159            	172.6485527°E  	43.7598960°S   	0              
1              	160            	172.6461967°E  	43.7630651°S   	0              
1              	161            	172.6415168°E  	43.7638975°S   	0              
1              	162            	172.6391870°E  	43.7626196°S   	0              
1              	163            	172.6427107°E  	43.7596661°S   	0              
1              	164            	172.6453552°E  	43.7571333°S   	0              
1              	165            	172.6424375°E  	43.7564889°S   	0              
1              	166            	172.6348276°E  	43.7587942°S   	0              
1              	167            	172.6342601°E  	43.7560395°S   	0              
1              	168            	172.6366164°E  	43.7528707°S   	0              
1              	169            	172.6401397°E  	43.7499172°S   	0              
1              	170            	172.6360591°E  	43.7484220°S   	0              
1              	171            	172.6307934°E  	43.7496757°S   	0              
1              	172            	172.6284304°E  	43.7539031°S   	0              
1              	173            	172.6263630°E  	43.7574963°S   	0              
1              	174            	172.6199184°E  	43.7546798°S   	0              
1              	175            	172.6242390°E  	43.7514415°S   	0              
1              	176            	172.6261221°E  	43.7492793°S   	0              
1              	177            	172.6214466°E  	43.7495350°S   	0              
1              	178            	172.6165781°E  	43.7507385°S   	0              
1              	179            	172.6121184°E  	43.7465222°S   	0              
1              	180            	172.6121359°E  	43.7438117°S   	0              
1              	181            	172.6187000°E  	43.7404457°S   	0              
1              	182            	172.6230213°E  	43.7369364°S   	0              
1              	183            	172.6249082°E  	43.7340966°S   	0              
1              	184            	172.6264186°E  	43.7316621°S   	0              
1              	185            	172.6273656°E  	43.7296323°S   	0              
1              	186            	172.6236262°E  	43.7298911°S   	0              
1              	187            	172.6236398°E  	43.7277227°S   	0              
1              	188            	172.6260810°E  	43.7258334°S   	0              
1              	189            	172.6307621°E  	43.7243578°S   	0              
1              	190            	172.6326109°E  	43.7276164°S   	0              
1              	191            	172.6361773°E  	43.7250528°S   	0              
1              	192            	172.6397547°E  	43.7205918°S   	0              
1              	193            	172.6399659°E  	43.7165267°S   	0              
1              	194            	172.6452216°E  	43.7124774°S   	0              
1              	195            	172.6411064°E  	43.7132777°S   	0              
1              	196            	172.6373508°E  	43.7163829°S   	0              
1              	197            	172.6349202°E  	43.7166463°S   	0              
1              	198            	172.6312082°E  	43.7125686°S   	0              
1              	199            	172.6107713°E  	43.7236139°S   	0              
1              	200            	172.6111581°E  	43.7215823°S   	0              
1              	201            	172.6145608°E  	43.7154952°S   	0              
1              	202            	172.6164551°E  	43.7114358°S   	0              
1              	203            	172.6200203°E  	43.7090083°S   	0              
1              	204            	172.6202260°E  	43.7060274°S   	0              
1              	205            	172.6230418°E  	43.7038683°S   	0              
1              	206            	172.6210108°E  	43.7000669°S   	0              
1              	207            	172.6088277°E  	43.7063955°S   	0              
1              	208            	172.6018617°E  	43.7145030°S   	0              
1              	209            	172.5954854°E  	43.7180043°S   	0              
1              	210            	172.5949048°E  	43.7209838°S   	0              
1              	211            	172.5951197°E  	43.7251631°S   	0              
1              	212            	172.5859677°E  	43.7291007°S   	0              
1              	213            	172.5795800°E  	43.7290774°S   	0              
1              	214            	172.5795985°E  	43.7264305°S   	0              
1              	215            	172.5855776°E  	43.7195040°S   	0              
1              	216            	172.5878812°E  	43.7162036°S   	0              
1              	217            	172.5897262°E  	43.7132324°S   	0              
1              	218            	172.5861021°E  	43.7095798°S   	0              
1              	219            	172.5824440°E  	43.7108899°S   	0              
1              	220            	172.5773778°E  	43.7178196°S   	0              
1              	221            	172.5728560°E  	43.7121780°S   	0              
1              	222            	172.5683041°E  	43.7108374°S   	0              
1              	223            	172.5642086°E  	43.7094984°S   	0              
1              	224            	172.5674276°E  	43.7058710°S   	0              
1              	225            	172.5624251°E  	43.7038667°S   	0              
1              	226            	172.5729288°E  	43.7019212°S   	0              
1              	227            	172.5788807°E  	43.6986346°S   	0              
1              	228            	172.5766308°E  	43.6943249°S   	0              
1              	229            	172.5679550°E  	43.6959468°S   	0              
1              	230            	172.5583885°E  	43.6945868°S   	0              
1              	231            	172.5639084°E  	43.6879905°S   	0              
1              	232            	172.5585350°E  	43.6861545°S   	0              
1              	233            	172.5596703°E  	43.6841260°S   	0              
1              	234            	172.5617393°E  	43.6821011°S   	0              
1              	235            	172.5596931°E  	43.6810090°S   	0              
1              	236            	172.5561382°E  	43.6819440°S   	0              
1              	237            	172.5550227°E  	43.6812620°S   	0              
1              	238            	172.5552235°E  	43.6793654°S   	0              
1              	239            	172.5539355°E  	43.6767854°S   	0              
1              	240            	172.5550698°E  	43.6748924°S   	0              
1              	241            	172.5565785°E  	43.6728654°S   	0              
1              	242            	172.5591954°E  	43.6724690°S   	0              
1              	243            	172.5625601°E  	43.6719398°S   	0              
1              	244            	172.5635064°E  	43.6701816°S   	0              
1              	245            	172.5640803°E  	43.6682864°S   	0              
1              	246            	172.5659589°E  	43.6666672°S   	0              
1              	247            	172.5659707°E  	43.6650409°S   	0              
1              	248            	172.5648623°E  	43.6634104°S   	0              
1              	249            	172.5665502°E  	43.6623326°S   	0              
1              	250            	172.5701000°E  	43.6619394°S   	0              
1              	251            	172.5732773°E  	43.6614092°S   	0              
1              	252            	172.5762670°E  	43.6610138°S   	0              
1              	253            	172.5781413°E  	43.6599365°S   	0              
1              	254            	172.5788994°E  	43.6583130°S   	0              
1              	255            	172.5796564°E  	43.6568250°S   	0              
1              	256            	172.5804153°E  	43.6550659°S   	0              
1              	257            	172.5822753°E  	43.6560214°S   	0              
1              	258            	172.5861691°E  	43.6598303°S   	0              
1              	259            	172.5884156°E  	43.6588897°S   	0              
1              	260            	172.5882419°E  	43.6569917°S   	0              
1              	261            	172.5860094°E  	43.6558995°S   	0              
1              	262            	172.5841541°E  	43.6542664°S   	0              
1              	263            	172.5838070°E  	43.6504704°S   	0              
1              	264            	172.5815635°E  	43.6510043°S   	0              
1              	265            	172.5770727°E  	43.6526141°S   	0              
1              	266            	172.5739006°E  	43.6524668°S   	0              
1              	267            	172.5686900°E  	43.6502788°S   	0              
1              	268            	172.5666448°E  	43.6491869°S   	0              
1              	269            	172.5668441°E  	43.6474258°S   	0              
1              	270            	172.5677986°E  	43.6444478°S   	0              
1              	271            	172.5666925°E  	43.6425462°S   	0              
1              	272            	172.5668996°E  	43.6397010°S   	0              
1              	273            	172.5661824°E  	43.6356324°S   	0              
1              	274            	172.5647131°E  	43.6323742°S   	0              
1              	275            	172.5623042°E  	43.6300610°S   	0              
1              	276            	172.5654907°E  	43.6280403°S   	0              
1              	277            	172.5693864°E  	43.6234852°S   	0              
1              	278            	172.5704629°E  	43.6225456°S   	0              
1              	279            	172.5706272°E  	43.6209364°S   	0              
1              	280            	172.5738486°E  	43.6192275°S   	0              
1              	281            	172.5762995°E  	43.6184040°S   	0              
1              	282            	172.5786759°E  	43.6173025°S   	0              
1              	283            	172.5815133°E  	43.6158141°S   	0              
1              	284            	172.5844129°E  	43.6163798°S   	0              
1              	285            	172.5870821°E  	43.6171111°S   	0              
1              	286            	172.5879997°E  	43.6170034°S   	0              
1              	287            	172.5888444°E  	43.6163958°S   	0              
1              	288            	172.5883927°E  	43.6153950°S   	0              
1              	289            	172.5875588°E  	43.6144483°S   	0              
1              	290            	172.5864165°E  	43.6138890°S   	0              
1              	291            	172.5863458°E  	43.6130561°S   	0              
1              	292            	172.5868863°E  	43.6122253°S   	0              
1              	293            	172.5863576°E  	43.6113352°S   	0              
1              	294            	172.5845985°E  	43.6116064°S   	0              
1              	295            	172.5823807°E  	43.6119314°S   	0              
1              	296            	172.5802430°E  	43.6117015°S   	0              
1              	297            	172.5796423°E  	43.6102005°S   	0              
1              	298            	172.5790415°E  	43.6086995°S   	0              
1              	299            	172.5769847°E  	43.6078592°S   	0              
1              	300            	172.5753009°E  	43.6082970°S   	0              
1              	301            	172.5729276°E  	43.6090099°S   	0              
1              	302            	172.5714729°E  	43.6094485°S   	0              
1              	303            	172.5702624°E  	43.6077786°S   	0              
1              	304            	172.5679821°E  	43.6061602°S   	0              
1              	305            	172.5663831°E  	43.6054324°S   	0              
1              	306            	172.5664674°E  	43.6043225°S   	0              
1              	307            	172.5680851°E  	43.6024412°S   	0              
1              	308            	172.5683974°E  	43.6014987°S   	0              
1              	309            	172.5668737°E  	43.6009378°S   	0              
1              	310            	172.5634416°E  	43.6002031°S   	0              
1              	311            	172.5622250°E  	43.5994213°S   	0              
1              	312            	172.5645221°E  	43.5986529°S   	0              
1              	313            	172.5664305°E  	43.5988267°S   	0              
1              	314            	172.5714021°E  	43.5979017°S   	0              
1              	315            	172.5728486°E  	43.5985733°S   	0              
1              	316            	172.5744515°E  	43.5987458°S   	0              
1              	317            	172.5762827°E  	43.5990301°S   	0              
1              	318            	172.5776584°E  	43.5989242°S   	0              
1              	319            	172.5801806°E  	43.5987115°S   	0              
1              	320            	172.5840089°E  	43.5973931°S   	0              
1              	321            	172.5822537°E  	43.5971647°S   	0              
1              	322            	172.5786703°E  	43.5962078°S   	0              
1              	323            	172.5767694°E  	43.5949795°S   	0              
1              	324            	172.5781574°E  	43.5930973°S   	0              
1              	325            	172.5808440°E  	43.5911642°S   	0              
1              	326            	172.5833048°E  	43.5887307°S   	0              
1              	327            	172.5855283°E  	43.5874620°S   	0              
1              	328            	172.5929219°E  	43.5895980°S   	0              
1              	329            	172.5971868°E  	43.5913895°S   	0              
1              	330            	172.5987065°E  	43.5925606°S   	0              
1              	331            	172.6012115°E  	43.5949009°S   	0              
1              	332            	172.6035614°E  	43.5976292°S   	0              
1              	333            	172.6056121°E  	43.5994126°S   	0              
1              	334            	172.6083417°E  	43.6025307°S   	0              
1              	335            	172.6097070°E  	43.6040342°S   	0              
1              	336            	172.6111663°E  	43.6028179°S   	0              
1              	337            	172.6117117°E  	43.6011544°S   	0              
1              	338            	172.6101126°E  	43.6003718°S   	0              
1              	339            	172.6064639°E  	43.5976392°S   	0              
1              	340            	172.6047336°E  	43.5935808°S   	0              
1              	341            	172.6032174°E  	43.5918547°S   	0              
1              	342            	172.6006405°E  	43.5888480°S   	0              
1              	343            	172.5980561°E  	43.5870071°S   	0              
1              	344            	172.5955631°E  	43.5829459°S   	0              
1              	345            	172.5951201°E  	43.5806683°S   	0              
1              	346            	172.5970403°E  	43.5790097°S   	0              
1              	347            	172.5990311°E  	43.5781840°S   	0              
1              	348            	172.5993490°E  	43.5762977°S   	0              
1              	349            	172.6014884°E  	43.5760831°S   	0              
1              	350            	172.6064406°E  	43.5777657°S   	0              
1              	351            	172.6139090°E  	43.5800671°S   	0              
1              	352            	172.6138238°E  	43.5814547°S   	0              
1              	353            	172.6145619°E  	43.5854541°S   	0              
1              	354            	172.6158598°E  	43.5855139°S   	0              
1              	355            	172.6178586°E  	43.5834112°S   	0              
1              	356            	172.6206133°E  	43.5825321°S   	0              
1              	357            	172.6241294°E  	43.5819886°S   	0              
1              	358            	172.6244418°E  	43.5808794°S   	0              
1              	359            	172.6216970°E  	43.5802042°S   	0              
1              	360            	172.6185781°E  	43.5783064°S   	0              
1              	361            	172.6155401°E  	43.5757427°S   	0              
1              	362            	172.6157787°E  	43.5742446°S   	0              
1              	363            	172.6174697°E  	43.5724739°S   	0              
1              	364            	172.6194698°E  	43.5700935°S   	0              
1              	365            	172.6250524°E  	43.5686131°S   	0              
1              	366            	172.6299501°E  	43.5667417°S   	0              
1              	367            	172.6348417°E  	43.5658137°S   	0              
1              	368            	172.6365095°E  	43.5677619°S   	0              
1              	369            	172.6353436°E  	43.5712000°S   	0              
1              	370            	172.6374744°E  	43.5723725°S   	0              
1              	371            	172.6427274°E  	43.5749427°S   	0              
1              	372            	172.6440887°E  	43.5771674°S   	0              
1              	373            	172.6459141°E  	43.5783943°S   	0              
1              	374            	172.6475962°E  	43.5780110°S   	0              
1              	375            	172.6477541°E  	43.5771232°S   	0              
1              	376            	172.6470779°E  	43.5752337°S   	0              
1              	377            	172.6465506°E  	43.5740108°S   	0              
1              	378            	172.6456454°E  	43.5721206°S   	0              
1              	379            	172.6446643°E  	43.5701746°S   	0              
1              	380            	172.6451319°E  	43.5685662°S   	0              
1              	381            	172.6460581°E  	43.5668482°S   	0              
1              	382            	172.6472893°E  	43.5651866°S   	0              
1              	383            	172.6490551°E  	43.5634711°S   	0              
1              	384            	172.6515807°E  	43.5623686°S   	0              
1              	385            	172.6542550°E  	43.5619326°S   	0              
1              	386            	172.6545550°E  	43.5628773°S   	0              
1              	387            	172.6559212°E  	43.5642692°S   	0              
1              	388            	172.6572130°E  	43.5653278°S   	0              
1              	389            	172.6579707°E  	43.5663293°S   	0              
1              	390            	172.6583427°E  	43.5680513°S   	0              
1              	391            	172.6585589°E  	43.5703280°S   	0              
1              	392            	172.6597025°E  	43.5706090°S   	0              
1              	393            	172.6601656°E  	43.5697221°S   	0              
1              	394            	172.6616221°E  	43.5686717°S   	0              
1              	395            	172.6611784°E  	43.5661168°S   	0              
1              	396            	172.6618775°E  	43.5639539°S   	0              
1              	397            	172.6639452°E  	43.5627942°S   	0              
1              	398            	172.6647144°E  	43.5617417°S   	0              
1              	399            	172.6656434°E  	43.5594129°S   	0              
1              	400            	172.6679376°E  	43.5586424°S   	0              
1              	401            	172.6698417°E  	43.5594251°S   	0              
1              	402            	172.6704427°E  	43.5612033°S   	0              
1              	403            	172.6727298°E  	43.5617650°S   	0              
1              	404            	172.6749462°E  	43.5612717°S   	0              
1              	405            	172.6761691°E  	43.5609976°S   	0              
1              	406            	172.6786781°E  	43.5628921°S   	0              
1              	407            	172.6801999°E  	43.5638401°S   	0              
1              	408            	172.6814886°E  	43.5655646°S   	0              
1              	409            	172.6830738°E  	43.5690108°S   	0              
1              	410            	172.6861207°E  	43.5703515°S   	0              
1              	411            	172.6909275°E  	43.5709752°S   	0              
1              	412            	172.6937467°E  	43.5720930°S   	0              
1              	413            	172.7006114°E  	43.5734990°S   	0              
1              	414            	172.7019810°E  	43.5744463°S   	0              
1              	415            	172.7036545°E  	43.5757275°S   	0              
1              	416            	172.7050238°E  	43.5767857°S   	0              
1              	417            	172.7061648°E  	43.5776769°S   	0              
1              	418            	172.7065361°E  	43.5798428°S   	0              
1              	419            	172.7085212°E  	43.5799034°S   	0              
1              	420            	172.7106667°E  	43.5783545°S   	0              
1              	421            	172.7122028°E  	43.5764710°S   	0              
1              	422            	172.7124422°E  	43.5743066°S   	0              
1              	423            	172.7116874°E  	43.5724728°S   	0              
1              	424            	172.7106289°E  	43.5703051°S   	0              
1              	425            	172.7091134°E  	43.5679142°S   	0              
1              	426            	172.7082830°E  	43.5659691°S   	0              
1              	427            	172.7084533°E  	43.5623057°S   	0              
1              	428            	172.7098349°E  	43.5607549°S   	0              
1              	429            	172.7105331°E  	43.5584251°S   	0              
1              	430            	172.7129828°E  	43.5569325°S   	0              
1              	431            	172.7156581°E  	43.5561620°S   	0              
1              	432            	172.7203139°E  	43.5562290°S   	0              
1              	433            	172.7211477°E  	43.5575078°S   	0              
1              	434            	172.7215252°E  	43.5583969°S   	0              
1              	435            	172.7235089°E  	43.5586238°S   	0              
1              	436            	172.7248048°E  	43.5590155°S   	0              
1              	437            	172.7270835°E  	43.5615190°S   	0              
1              	438            	172.7278484°E  	43.5611878°S   	0              
1              	439            	172.7290059°E  	43.5584149°S   	0              
1              	440            	172.7300032°E  	43.5573070°S   	0              
1              	441            	172.7312294°E  	43.5561996°S   	0              
1              	442            	172.7319902°E  	43.5567566°S   	0              
1              	443            	172.7324448°E  	43.5575348°S   	0              
1              	444            	172.7330488°E  	43.5590351°S   	0              
1              	445            	172.7338073°E  	43.5601471°S   	0              
1              	446            	172.7346382°E  	43.5621475°S   	0              
1              	447            	172.7350875°E  	43.5641470°S   	0              
1              	448            	172.7417390°E  	43.5618307°S   	0              
1              	449            	172.7400510°E  	43.5638253°S   	0              
1              	450            	172.7386663°E  	43.5662647°S   	0              
1              	451            	172.7377447°E  	43.5675394°S   	0              
1              	452            	172.7366676°E  	43.5694243°S   	0              
1              	453            	172.7370443°E  	43.5705909°S   	0              
1              	454            	172.7388015°E  	43.5703174°S   	0              
1              	455            	172.7403316°E  	43.5695992°S   	0              
1              	456            	172.7413274°E  	43.5688243°S   	0              
1              	457            	172.7432387°E  	43.5682180°S   	0              
1              	458            	172.7448433°E  	43.5678885°S   	0              
1              	459            	172.7469079°E  	43.5671159°S   	0              
1              	460            	172.7480556°E  	43.5665078°S   	0              
1              	461            	172.7504339°E  	43.5636819°S   	0              
1              	462            	172.7524962°E  	43.5634088°S   	0              
1              	463            	172.7548625°E  	43.5634694°S   	0              
1              	464            	172.7562452°E  	43.5637152°S   	0              
1              	465            	172.7562399°E  	43.5650163°S   	0              
1              	466            	172.7561140°E  	43.5666641°S   	0              
1              	467            	172.7564666°E  	43.5679659°S   	0              
1              	468            	172.7572982°E  	43.5688350°S   	0              
1              	469            	172.7583666°E  	43.5701384°S   	0              
1              	470            	172.7583607°E  	43.5716129°S   	0              
1              	471            	172.7581141°E  	43.5736074°S   	0              
1              	472            	172.7569127°E  	43.5756866°S   	0              
1              	473            	172.7554723°E  	43.5778520°S   	0              
1              	474            	172.7553442°E  	43.5800201°S   	0              
1              	475            	172.7559355°E  	43.5813225°S   	0              
1              	476            	172.7579646°E  	43.5811533°S   	0              
1              	477            	172.7610695°E  	43.5804659°S   	0              
1              	478            	172.7633396°E  	43.5796900°S   	0              
1              	479            	172.7650147°E  	43.5784791°S   	0              
1              	480            	172.7666917°E  	43.5767478°S   	0              
1              	481            	172.7690855°E  	43.5747577°S   	0              
1              	482            	172.7713647°E  	43.5714662°S   	0              
1              	483            	172.7738751°E  	43.5700834°S   	0              
1              	484            	172.7769787°E  	43.5695690°S   	0              
1              	485            	172.7781665°E  	43.5709592°S   	0              
1              	486            	172.7780399°E  	43.5729539°S   	0              
1              	487            	172.7779136°E  	43.5748619°S   	0              
1              	488            	172.7790971°E  	43.5774663°S   	0              
1              	489            	172.7800481°E  	43.5784223°S   	0              
1              	490            	172.7782540°E  	43.5796332°S   	0              
1              	491            	172.7757400°E  	43.5818835°S   	0              
1              	492            	172.7731092°E  	43.5834396°S   	0              
1              	493            	172.7716711°E  	43.5850847°S   	0              
1              	494            	172.7713027°E  	43.5864569°S   	0              
1              	495            	172.7763858°E  	43.5858654°S   	0              
1              	496            	172.7835628°E  	43.5850299°S   	0              
1              	497            	172.8041550°E  	43.5866794°S   	0              
1              	498            	172.8097220°E  	43.5955766°S   	0              
1              	499            	172.7337927°E  	43.6069802°S   	0              
1              	500            	172.7298561°E  	43.6072028°S   	0              
1              	501            	172.7277307°E  	43.6067726°S   	0              
1              	502            	172.7251279°E  	43.6060708°S   	0              
1              	503            	172.7222096°E  	43.6045952°S   	0              
1              	504            	172.7205159°E  	43.6028520°S   	0              
1              	505            	172.7172231°E  	43.6019164°S   	0              
1              	506            	172.7132318°E  	43.6025248°S   	0              
1              	507            	172.7100825°E  	43.6049515°S   	0              
1              	508            	172.7068228°E  	43.6081508°S   	0              
1              	509            	172.7037822°E  	43.6099980°S   	0              
1              	510            	172.7010522°E  	43.6135463°S   	0              
1              	511            	172.6727791°E  	43.6189566°S   	0              
1              	512            	172.6596360°E  	43.6291207°S   	0              
1              	513            	172.6496791°E  	43.6396408°S   	0              
1              	514            	172.6489839°E  	43.6402184°S   	0              
1              	515            	172.6481828°E  	43.6407183°S   	0              
