Part           	Vertex         	Longitude (dd) 	Latitude (dd)  	Z (Meters)     
1              	516            	172.6471718°E  	43.6407152°S   	0              
1              	517            	172.6464279°E  	43.6405197°S   	0              
1              	518            	172.6458358°E  	43.6416772°S   	0              
1              	519            	172.6448588°E  	43.6449204°S   	0              
1              	520            	172.6458151°E  	43.6451939°S   	0              
1              	521            	172.6468815°E  	43.6448494°S   	0              
1              	522            	172.6476288°E  	43.6444652°S   	0              
1              	523            	172.6486399°E  	43.6444683°S   	0              
1              	524            	172.6502898°E  	43.6444348°S   	0              
1              	525            	172.6521038°E  	43.6436287°S   	0              
1              	526            	172.6531216°E  	43.6424725°S   	0              
1              	527            	172.6540336°E  	43.6411999°S   	0              
1              	528            	172.6601886°E  	43.6349192°S   	0              
1              	529            	172.6632466°E  	43.6304067°S   	0              
1              	530            	172.6699623°E  	43.6282234°S   	0              
1              	531            	172.6715489°E  	43.6397444°S   	0              
1              	532            	172.6696995°E  	43.6470817°S   	0              
1              	533            	172.6590387°E  	43.6500648°S   	0              
1              	534            	172.6573357°E  	43.6500597°S   	0              
1              	535            	172.6560069°E  	43.6497465°S   	0              
1              	536            	172.6540905°E  	43.6498181°S   	0              
1              	537            	172.6535557°E  	43.6502802°S   	0              
1              	538            	172.6534987°E  	43.6509370°S   	0              
1              	539            	172.6534936°E  	43.6518258°S   	0              
1              	540            	172.6534337°E  	43.6529850°S   	0              
1              	541            	172.6534283°E  	43.6539125°S   	0              
1              	542            	172.6532074°E  	43.6553030°S   	0              
1              	543            	172.6539987°E  	43.6565421°S   	0              
1              	544            	172.6544709°E  	43.6577415°S   	0              
1              	545            	172.6552600°E  	43.6593670°S   	0              
1              	546            	172.6549300°E  	43.6612210°S   	0              
1              	547            	172.6533803°E  	43.6622598°S   	0              
1              	548            	172.6502296°E  	43.6639892°S   	0              
1              	549            	172.6485182°E  	43.6653365°S   	0              
1              	550            	172.6472866°E  	43.6665694°S   	0              
1              	551            	172.6477095°E  	43.6670731°S   	0              
1              	552            	172.6485595°E  	43.6673849°S   	0              
1              	553            	172.6499989°E  	43.6670415°S   	0              
1              	554            	172.6525039°E  	43.6665467°S   	0              
1              	555            	172.6552757°E  	43.6659368°S   	0              
1              	556            	172.6585784°E  	43.6655603°S   	0              
1              	557            	172.6596372°E  	43.6666068°S   	0              
1              	558            	172.6596835°E  	43.6678436°S   	0              
1              	559            	172.6588236°E  	43.6692709°S   	0              
1              	560            	172.6576455°E  	43.6704654°S   	0              
1              	561            	172.6556686°E  	43.6716961°S   	0              
1              	562            	172.6531577°E  	43.6731957°S   	0              
1              	563            	172.6521911°E  	43.6746227°S   	0              
1              	564            	172.6520801°E  	43.6753952°S   	0              
1              	565            	172.6521797°E  	43.6765935°S   	0              
1              	566            	172.6532947°E  	43.6771380°S   	0              
1              	567            	172.6540980°E  	43.6763288°S   	0              
1              	568            	172.6554912°E  	43.6747872°S   	0              
1              	569            	172.6573043°E  	43.6742903°S   	0              
1              	570            	172.6597004°E  	43.6742588°S   	0              
1              	571            	172.6610272°E  	43.6750357°S   	0              
1              	572            	172.6633681°E  	43.6753517°S   	0              
1              	573            	172.6640695°E  	43.6736921°S   	0              
1              	574            	172.6647196°E  	43.6716844°S   	0              
1              	575            	172.6648856°E  	43.6705642°S   	0              
1              	576            	172.6663338°E  	43.6686361°S   	0              
1              	577            	172.6671909°E  	43.6676725°S   	0              
1              	578            	172.6692185°E  	43.6668282°S   	0              
1              	579            	172.6706553°E  	43.6669483°S   	0              
1              	580            	172.6713429°E  	43.6677618°S   	0              
1              	581            	172.6716554°E  	43.6690380°S   	0              
1              	582            	172.6732471°E  	43.6700473°S   	0              
1              	583            	172.6749490°E  	43.6703614°S   	0              
1              	584            	172.6763339°E  	43.6702494°S   	0              
1              	585            	172.6780408°E  	43.6696359°S   	0              
1              	586            	172.6787407°E  	43.6681693°S   	0              
1              	587            	172.6777392°E  	43.6663115°S   	0              
1              	588            	172.6759951°E  	43.6639492°S   	0              
1              	589            	172.6751538°E  	43.6620145°S   	0              
1              	590            	172.6745235°E  	43.6604283°S   	0              
1              	591            	172.6728227°E  	43.6588690°S   	0              
1              	592            	172.6744816°E  	43.6528622°S   	0              
1              	593            	172.6766165°E  	43.6407379°S   	0              
1              	594            	172.6845151°E  	43.6227768°S   	0              
1              	595            	172.6959624°E  	43.6208369°S   	0              
1              	596            	172.7067500°E  	43.6231452°S   	0              
1              	597            	172.6991538°E  	43.6315889°S   	0              
1              	598            	172.6965076°E  	43.6393497°S   	0              
1              	599            	172.6985667°E  	43.6532289°S   	0              
1              	600            	172.7001527°E  	43.6553972°S   	0              
1              	601            	172.7009976°E  	43.6567520°S   	0              
1              	602            	172.7021058°E  	43.6586871°S   	0              
1              	603            	172.7040656°E  	43.6606632°S   	0              
1              	604            	172.7053380°E  	43.6617099°S   	0              
1              	605            	172.7076238°E  	43.6623727°S   	0              
1              	606            	172.7093778°E  	43.6629182°S   	0              
1              	607            	172.7099127°E  	43.6623785°S   	0              
1              	608            	172.7100250°E  	43.6611808°S   	0              
1              	609            	172.7096568°E  	43.6602524°S   	0              
1              	610            	172.7089699°E  	43.6592072°S   	0              
1              	611            	172.7081216°E  	43.6585094°S   	0              
1              	612            	172.7071717°E  	43.6568066°S   	0              
1              	613            	172.7076015°E  	43.6559962°S   	0              
1              	614            	172.7086725°E  	43.6546463°S   	0              
1              	615            	172.7089984°E  	43.6532945°S   	0              
1              	616            	172.7074115°E  	43.6512809°S   	0              
1              	617            	172.7033322°E  	43.6486468°S   	0              
1              	618            	172.7025236°E  	43.6327571°S   	0              
1              	619            	172.7133646°E  	43.6218351°S   	0              
1              	620            	172.7445493°E  	43.6186861°S   	0              
1              	621            	172.7472074°E  	43.6314117°S   	0              
1              	622            	172.7484579°E  	43.6381120°S   	0              
1              	623            	172.7484772°E  	43.6427834°S   	0              
1              	624            	172.7492476°E  	43.6438826°S   	0              
1              	625            	172.7497456°E  	43.6452907°S   	0              
1              	626            	172.7503965°E  	43.6471776°S   	0              
1              	627            	172.7512828°E  	43.6483896°S   	0              
1              	628            	172.7520547°E  	43.6491792°S   	0              
1              	629            	172.7529032°E  	43.6501660°S   	0              
1              	630            	172.7538678°E  	43.6512093°S   	0              
1              	631            	172.7550658°E  	43.6520561°S   	0              
1              	632            	172.7557250°E  	43.6519730°S   	0              
1              	633            	172.7561155°E  	43.6512422°S   	0              
1              	634            	172.7558488°E  	43.6501160°S   	0              
1              	635            	172.7553882°E  	43.6490175°S   	0              
1              	636            	172.7551621°E  	43.6474412°S   	0              
1              	637            	172.7553604°E  	43.6463160°S   	0              
1              	638            	172.7561414°E  	43.6448543°S   	0              
1              	639            	172.7566880°E  	43.6438424°S   	0              
1              	640            	172.7564608°E  	43.6425193°S   	0              
1              	641            	172.7558135°E  	43.6397038°S   	0              
1              	642            	172.7550881°E  	43.6370289°S   	0              
1              	643            	172.7483522°E  	43.6263207°S   	0              
1              	644            	172.7506992°E  	43.6208384°S   	0              
1              	645            	172.7558681°E  	43.6166284°S   	0              
1              	646            	172.7792006°E  	43.6125672°S   	0              
1              	647            	172.7815090°E  	43.6168210°S   	0              
1              	648            	172.7803358°E  	43.6198861°S   	0              
1              	649            	172.7795158°E  	43.6216855°S   	0              
1              	650            	172.7789703°E  	43.6225568°S   	0              
1              	651            	172.7782304°E  	43.6236248°S   	0              
1              	652            	172.7782274°E  	43.6244408°S   	0              
1              	653            	172.7783409°E  	43.6251727°S   	0              
1              	654            	172.7789203°E  	43.6256241°S   	0              
1              	655            	172.7801207°E  	43.6257671°S   	0              
1              	656            	172.7810901°E  	43.6255157°S   	0              
1              	657            	172.7822151°E  	43.6250958°S   	0              
1              	658            	172.7829539°E  	43.6243092°S   	0              
1              	659            	172.7835777°E  	43.6232129°S   	0              
1              	660            	172.7840473°E  	43.6218912°S   	0              
1              	661            	172.7857489°E  	43.6132082°S   	0              
1              	662            	172.8040263°E  	43.6047218°S   	0              
1              	663            	172.8330633°E  	43.6005769°S   	0              
1              	664            	172.8351221°E  	43.6082748°S   	0              
1              	665            	172.8262500°E  	43.6356743°S   	0              
1              	666            	172.8267863°E  	43.6465303°S   	0              
1              	667            	172.8193769°E  	43.6564808°S   	0              
1              	668            	172.8121823°E  	43.6574310°S   	0              
1              	669            	172.8066866°E  	43.6596890°S   	0              
1              	670            	172.8066837°E  	43.6605822°S   	0              
1              	671            	172.8066800°E  	43.6617501°S   	0              
1              	672            	172.8062966°E  	43.6632609°S   	0              
1              	673            	172.8066720°E  	43.6642234°S   	0              
1              	674            	172.8080925°E  	43.6639510°S   	0              
1              	675            	172.8102677°E  	43.6644356°S   	0              
1              	676            	172.8096951°E  	43.6659461°S   	0              
1              	677            	172.8058095°E  	43.6675884°S   	0              
1              	678            	172.8030583°E  	43.6695761°S   	0              
1              	679            	172.8007793°E  	43.6718393°S   	0              
1              	680            	172.8008696°E  	43.6731448°S   	0              
1              	681            	172.8019110°E  	43.6730780°S   	0              
1              	682            	172.8053229°E  	43.6717098°S   	0              
1              	683            	172.8078824°E  	43.6704774°S   	0              
1              	684            	172.8112968°E  	43.6682159°S   	0              
1              	685            	172.8133848°E  	43.6663644°S   	0              
1              	686            	172.8149949°E  	43.6659548°S   	0              
1              	687            	172.8152728°E  	43.6679476°S   	0              
1              	688            	172.8144085°E  	43.6719997°S   	0              
1              	689            	172.8136340°E  	43.6775634°S   	0              
1              	690            	172.8145794°E  	43.6779771°S   	0              
1              	691            	172.8158137°E  	43.6767425°S   	0              
1              	692            	172.8166761°E  	43.6733087°S   	0              
1              	693            	172.8177264°E  	43.6702874°S   	0              
1              	694            	172.8188690°E  	43.6680221°S   	0              
1              	695            	172.8213396°E  	43.6647282°S   	0              
1              	696            	172.8228607°E  	43.6623947°S   	0              
1              	697            	172.8243018°E  	43.6549770°S   	0              
1              	698            	172.8285646°E  	43.6533346°S   	0              
1              	699            	172.8298872°E  	43.6540923°S   	0              
1              	700            	172.8302618°E  	43.6554669°S   	0              
1              	701            	172.8311105°E  	43.6564987°S   	0              
1              	702            	172.8326242°E  	43.6566383°S   	0              
1              	703            	172.8344247°E  	43.6556791°S   	0              
1              	704            	172.8368907°E  	43.6535529°S   	0              
1              	705            	172.8396364°E  	43.6529384°S   	0              
1              	706            	172.8420949°E  	43.6535602°S   	0              
1              	707            	172.8442730°E  	43.6528761°S   	0              
1              	708            	172.8452236°E  	43.6511598°S   	0              
1              	709            	172.8442806°E  	43.6499219°S   	0              
1              	710            	172.8440000°E  	43.6486848°S   	0              
1              	711            	172.8437204°E  	43.6470356°S   	0              
1              	712            	172.8418296°E  	43.6464834°S   	0              
1              	713            	172.8391824°E  	43.6457926°S   	0              
1              	714            	172.8306810°E  	43.6409711°S   	0              
1              	715            	172.8410428°E  	43.6219552°S   	0              
1              	716            	172.8441992°E  	43.6082188°S   	0              
1              	717            	172.8517892°E  	43.5976485°S   	0              
1              	718            	172.8808003°E  	43.6031787°S   	0              
1              	719            	172.8963983°E  	43.6041558°S   	0              
1              	720            	172.9165221°E  	43.6144091°S   	0              
1              	721            	172.9183068°E  	43.6232044°S   	0              
1              	722            	172.8991553°E  	43.6516323°S   	0              
1              	723            	172.8964060°E  	43.6547215°S   	0              
1              	724            	172.8929909°E  	43.6595963°S   	0              
1              	725            	172.8909983°E  	43.6625487°S   	0              
1              	726            	172.8912798°E  	43.6638543°S   	0              
1              	727            	172.8892903°E  	43.6650203°S   	0              
1              	728            	172.8855965°E  	43.6665282°S   	0              
1              	729            	172.8821875°E  	43.6674865°S   	0              
1              	730            	172.8798189°E  	43.6687207°S   	0              
1              	731            	172.8759335°E  	43.6711212°S   	0              
1              	732            	172.8743259°E  	43.6704324°S   	0              
1              	733            	172.8711108°E  	43.6690547°S   	0              
1              	734            	172.8682706°E  	43.6693950°S   	0              
1              	735            	172.8645762°E  	43.6708335°S   	0              
1              	736            	172.8628693°E  	43.6722055°S   	0              
1              	737            	172.8586031°E  	43.6751545°S   	0              
1              	738            	172.8585981°E  	43.6772843°S   	0              
1              	739            	172.8606812°E  	43.6770121°S   	0              
1              	740            	172.8632356°E  	43.6776335°S   	0              
1              	741            	172.8639895°E  	43.6791458°S   	0              
1              	742            	172.8645531°E  	43.6810702°S   	0              
1              	743            	172.8679585°E  	43.6822421°S   	0              
1              	744            	172.8692859°E  	43.6812818°S   	0              
1              	745            	172.8720362°E  	43.6789490°S   	0              
1              	746            	172.8751646°E  	43.6767540°S   	0              
1              	747            	172.8797140°E  	43.6738733°S   	0              
1              	748            	172.8838777°E  	43.6744273°S   	0              
1              	749            	172.8864323°E  	43.6749794°S   	0              
1              	750            	172.8890817°E  	43.6755317°S   	0              
1              	751            	172.8909747°E  	43.6756022°S   	0              
1              	752            	172.8913497°E  	43.6775949°S   	0              
1              	753            	172.8915346°E  	43.6800684°S   	0              
1              	754            	172.8915302°E  	43.6824730°S   	0              
1              	755            	172.8919958°E  	43.6868017°S   	0              
1              	756            	172.8934090°E  	43.6907191°S   	0              
1              	757            	172.8948244°E  	43.6934685°S   	0              
1              	758            	172.8949125°E  	43.6972473°S   	0              
1              	759            	172.8959494°E  	43.6999276°S   	0              
1              	760            	172.8967953°E  	43.7036383°S   	0              
1              	761            	172.8972626°E  	43.7072800°S   	0              
1              	762            	172.8997215°E  	43.7093432°S   	0              
1              	763            	172.9009526°E  	43.7094130°S   	0              
1              	764            	172.9028487°E  	43.7082467°S   	0              
1              	765            	172.9035149°E  	43.7062549°S   	0              
1              	766            	172.9024756°E  	43.7047425°S   	0              
1              	767            	172.9013416°E  	43.7032301°S   	0              
1              	768            	172.9002080°E  	43.7015803°S   	0              
1              	769            	172.8997370°E  	43.7000684°S   	0              
1              	770            	172.9005924°E  	43.6981455°S   	0              
1              	771            	172.9002184°E  	43.6952596°S   	0              
1              	772            	172.8988010°E  	43.6935408°S   	0              
1              	773            	172.8988047°E  	43.6913423°S   	0              
1              	774            	172.8985253°E  	43.6885940°S   	0              
1              	775            	172.8979614°E  	43.6861202°S   	0              
1              	776            	172.8985361°E  	43.6822046°S   	0              
1              	777            	172.9016648°E  	43.6793218°S   	0              
1              	778            	172.9051677°E  	43.6790500°S   	0              
1              	779            	172.9081957°E  	43.6798769°S   	0              
1              	780            	172.9114130°E  	43.6807039°S   	0              
1              	781            	172.9139687°E  	43.6809119°S   	0              
1              	782            	172.9153901°E  	43.6798825°S   	0              
1              	783            	172.9156779°E  	43.6771346°S   	0              
1              	784            	172.9152069°E  	43.6754853°S   	0              
1              	785            	172.9123666°E  	43.6759641°S   	0              
1              	786            	172.9093380°E  	43.6756182°S   	0              
1              	787            	172.9050814°E  	43.6737598°S   	0              
1              	788            	172.9023392°E  	43.6720399°S   	0              
1              	789            	172.9126910°E  	43.6480709°S   	0              
1              	790            	172.9239794°E  	43.6247198°S   	0              
1              	791            	172.9428985°E  	43.6207653°S   	0              
1              	792            	172.9442361°E  	43.6208489°S   	0              
1              	793            	172.9577871°E  	43.6216951°S   	0              
1              	794            	172.9652489°E  	43.6381583°S   	0              
1              	795            	172.9636964°E  	43.6425760°S   	0              
1              	796            	172.9612144°E  	43.6456706°S   	0              
1              	797            	172.9597801°E  	43.6463455°S   	0              
1              	798            	172.9580742°E  	43.6474424°S   	0              
1              	799            	172.9575697°E  	43.6484553°S   	0              
1              	800            	172.9569489°E  	43.6495244°S   	0              
1              	801            	172.9556300°E  	43.6511561°S   	0              
1              	802            	172.9553968°E  	43.6520846°S   	0              
1              	803            	172.9567529°E  	43.6526761°S   	0              
1              	804            	172.9580711°E  	43.6519449°S   	0              
1              	805            	172.9600484°E  	43.6507637°S   	0              
1              	806            	172.9616770°E  	43.6495261°S   	0              
1              	807            	172.9624141°E  	43.6482600°S   	0              
1              	808            	172.9628023°E  	43.6471063°S   	0              
1              	809            	172.9704957°E  	43.6337643°S   	0              
1              	810            	172.9838920°E  	43.6260512°S   	0              
1              	811            	173.0007481°E  	43.6223622°S   	0              
1              	812            	173.0096630°E  	43.6529653°S   	0              
1              	813            	173.0072414°E  	43.6587255°S   	0              
1              	814            	173.0032446°E  	43.6669041°S   	0              
1              	815            	172.9938555°E  	43.6723123°S   	0              
1              	816            	172.9902814°E  	43.6728837°S   	0              
1              	817            	172.9857982°E  	43.6745101°S   	0              
1              	818            	172.9821024°E  	43.6762684°S   	0              
1              	819            	172.9799210°E  	43.6775431°S   	0              
1              	820            	172.9804658°E  	43.6789942°S   	0              
1              	821            	172.9828892°E  	43.6789946°S   	0              
1              	822            	172.9861004°E  	43.6775001°S   	0              
1              	823            	172.9894327°E  	43.6762693°S   	0              
1              	824            	172.9928859°E  	43.6750384°S   	0              
1              	825            	172.9960967°E  	43.6738953°S   	0              
1              	826            	173.0034871°E  	43.6703338°S   	0              
1              	827            	173.0139538°E  	43.6522072°S   	0              
1              	828            	173.0271168°E  	43.6468493°S   	0              
1              	829            	173.0448801°E  	43.6461527°S   	0              
1              	830            	173.0528161°E  	43.6528293°S   	0              
1              	831            	173.0486964°E  	43.6583018°S   	0              
1              	832            	173.0401381°E  	43.6604456°S   	0              
1              	833            	173.0382665°E  	43.6600688°S   	0              
1              	834            	173.0377670°E  	43.6594350°S   	0              
1              	835            	173.0369976°E  	43.6592239°S   	0              
1              	836            	173.0359788°E  	43.6594054°S   	0              
1              	837            	173.0344612°E  	43.6599040°S   	0              
1              	838            	173.0332139°E  	43.6604327°S   	0              
1              	839            	173.0322994°E  	43.6610972°S   	0              
1              	840            	173.0304075°E  	43.6618827°S   	0              
1              	841            	173.0291394°E  	43.6625473°S   	0              
1              	842            	173.0281626°E  	43.6634985°S   	0              
1              	843            	173.0281212°E  	43.6640722°S   	0              
1              	844            	173.0281839°E  	43.6645553°S   	0              
1              	845            	173.0285998°E  	43.6646457°S   	0              
1              	846            	173.0294731°E  	43.6645549°S   	0              
1              	847            	173.0305128°E  	43.6643584°S   	0              
1              	848            	173.0314482°E  	43.6637845°S   	0              
1              	849            	173.0329243°E  	43.6630897°S   	0              
1              	850            	173.0345252°E  	43.6627420°S   	0              
1              	851            	173.0373724°E  	43.6625514°S   	0              
1              	852            	173.0429564°E  	43.6619966°S   	0              
1              	853            	173.0497083°E  	43.6620307°S   	0              
1              	854            	173.0550919°E  	43.6645712°S   	0              
1              	855            	173.0578881°E  	43.6686976°S   	0              
1              	856            	173.0547943°E  	43.6723109°S   	0              
1              	857            	173.0527637°E  	43.6726805°S   	0              
1              	858            	173.0502254°E  	43.6732713°S   	0              
1              	859            	173.0493124°E  	43.6744142°S   	0              
1              	860            	173.0479940°E  	43.6766629°S   	0              
1              	861            	173.0448479°E  	43.6797232°S   	0              
1              	862            	173.0433256°E  	43.6812348°S   	0              
1              	863            	173.0438845°E  	43.6816031°S   	0              
1              	864            	173.0445454°E  	43.6826717°S   	0              
1              	865            	173.0450030°E  	43.6833349°S   	0              
1              	866            	173.0463233°E  	43.6832238°S   	0              
1              	867            	173.0488100°E  	43.6810852°S   	0              
1              	868            	173.0554056°E  	43.6744114°S   	0              
1              	869            	173.0579930°E  	43.6721251°S   	0              
1              	870            	173.0710917°E  	43.6710858°S   	0              
1              	871            	173.0810962°E  	43.6726270°S   	0              
1              	872            	173.0708568°E  	43.6872284°S   	0              
1              	873            	173.0655273°E  	43.6901800°S   	0              
1              	874            	173.0607543°E  	43.6913989°S   	0              
1              	875            	173.0566407°E  	43.6919538°S   	0              
1              	876            	173.0545084°E  	43.6929499°S   	0              
1              	877            	173.0522246°E  	43.6951254°S   	0              
1              	878            	173.0512609°E  	43.6967843°S   	0              
1              	879            	173.0493323°E  	43.6988122°S   	0              
1              	880            	173.0450182°E  	43.7036788°S   	0              
1              	881            	173.0420221°E  	43.7053753°S   	0              
1              	882            	173.0409062°E  	43.7079556°S   	0              
1              	883            	173.0394848°E  	43.7096882°S   	0              
1              	884            	173.0362343°E  	43.7115689°S   	0              
1              	885            	173.0345077°E  	43.7130805°S   	0              
1              	886            	173.0328825°E  	43.7143709°S   	0              
1              	887            	173.0316129°E  	43.7156612°S   	0              
1              	888            	173.0295812°E  	43.7172465°S   	0              
1              	889            	173.0279050°E  	43.7185000°S   	0              
1              	890            	173.0259745°E  	43.7195692°S   	0              
1              	891            	173.0234850°E  	43.7206385°S   	0              
1              	892            	173.0225708°E  	43.7220761°S   	0              
1              	893            	173.0231811°E  	43.7231816°S   	0              
1              	894            	173.0241975°E  	43.7232919°S   	0              
1              	895            	173.0260267°E  	43.7227387°S   	0              
1              	896            	173.0287194°E  	43.7213376°S   	0              
1              	897            	173.0312595°E  	43.7201207°S   	0              
1              	898            	173.0335963°E  	43.7187196°S   	0              
1              	899            	173.0366438°E  	43.7165073°S   	0              
1              	900            	173.0385226°E  	43.7146640°S   	0              
1              	901            	173.0403002°E  	43.7134840°S   	0              
1              	902            	173.0426872°E  	43.7120089°S   	0              
1              	903            	173.0451764°E  	43.7113446°S   	0              
1              	904            	173.0479194°E  	43.7105327°S   	0              
1              	905            	173.0500523°E  	43.7094261°S   	0              
1              	906            	173.0513724°E  	43.7083199°S   	0              
1              	907            	173.0529460°E  	43.7067713°S   	0              
1              	908            	173.0549256°E  	43.7048907°S   	0              
1              	909            	173.0569042°E  	43.7020519°S   	0              
1              	910            	173.0584267°E  	43.7005033°S   	0              
1              	911            	173.0598477°E  	43.6990652°S   	0              
1              	912            	173.0616246°E  	43.6981060°S   	0              
1              	913            	173.0648740°E  	43.6966669°S   	0              
1              	914            	173.0782199°E  	43.6863760°S   	0              
1              	915            	173.0898933°E  	43.6812814°S   	0              
1              	916            	173.1036047°E  	43.6813435°S   	0              
1              	917            	173.1130114°E  	43.6877105°S   	0              
1              	918            	173.1111823°E  	43.7147638°S   	0              
1              	919            	173.1001129°E  	43.7191966°S   	0              
1              	920            	173.0949322°E  	43.7207121°S   	0              
1              	921            	173.0903098°E  	43.7219321°S   	0              
1              	922            	173.0851795°E  	43.7235207°S   	0              
1              	923            	173.0830974°E  	43.7245542°S   	0              
1              	924            	173.0819792°E  	43.7244445°S   	0              
1              	925            	173.0789292°E  	43.7237464°S   	0              
1              	926            	173.0754227°E  	43.7237487°S   	0              
1              	927            	173.0726287°E  	43.7245982°S   	0              
1              	928            	173.0703434°E  	43.7259633°S   	0              
1              	929            	173.0695332°E  	43.7284330°S   	0              
1              	930            	173.0701450°E  	43.7301280°S   	0              
1              	931            	173.0710611°E  	43.7311593°S   	0              
1              	932            	173.0729419°E  	43.7314530°S   	0              
1              	933            	173.0754826°E  	43.7309722°S   	0              
1              	934            	173.0815275°E  	43.7286094°S   	0              
1              	935            	173.0861001°E  	43.7276109°S   	0              
1              	936            	173.0917381°E  	43.7255058°S   	0              
1              	937            	173.0961055°E  	43.7235858°S   	0              
1              	938            	173.1006766°E  	43.7220340°S   	0              
1              	939            	173.1050425°E  	43.7195239°S   	0              
1              	940            	173.1117982°E  	43.7180802°S   	0              
1              	941            	173.1194757°E  	43.7204311°S   	0              
1              	942            	173.1238024°E  	43.7240014°S   	0              
1              	943            	173.1239124°E  	43.7280553°S   	0              
1              	944            	173.1171595°E  	43.7313794°S   	0              
1              	945            	173.0940453°E  	43.7384768°S   	0              
1              	946            	173.0917077°E  	43.7389210°S   	0              
1              	947            	173.0907934°E  	43.7393271°S   	0              
1              	948            	173.0904393°E  	43.7405067°S   	0              
1              	949            	173.0895769°E  	43.7416499°S   	0              
1              	950            	173.0873923°E  	43.7425361°S   	0              
1              	951            	173.0864271°E  	43.7429791°S   	0              
1              	952            	173.0863778°E  	43.7440479°S   	0              
1              	953            	173.0864825°E  	43.7461117°S   	0              
1              	954            	173.0862810°E  	43.7474018°S   	0              
1              	955            	173.0849107°E  	43.7490613°S   	0              
1              	956            	173.0829299°E  	43.7505001°S   	0              
1              	957            	173.0828802°E  	43.7513477°S   	0              
1              	958            	173.0820681°E  	43.7523434°S   	0              
1              	959            	173.0803921°E  	43.7536714°S   	0              
1              	960            	173.0794283°E  	43.7553305°S   	0              
1              	961            	173.0765324°E  	43.7571383°S   	0              
1              	962            	173.0710430°E  	43.7588372°S   	0              
1              	963            	173.0667234°E  	43.7610879°S   	0              
1              	964            	173.0654534°E  	43.7622680°S   	0              
1              	965            	173.0659626°E  	43.7629311°S   	0              
1              	966            	173.0674880°E  	43.7627459°S   	0              
1              	967            	173.0700296°E  	43.7619336°S   	0              
1              	968            	173.0739432°E  	43.7604201°S   	0              
1              	969            	173.0788224°E  	43.7586110°S   	0              
1              	970            	173.0823287°E  	43.7569500°S   	0              
1              	971            	173.0858857°E  	43.7553995°S   	0              
1              	972            	173.0888818°E  	43.7528543°S   	0              
1              	973            	173.0913706°E  	43.7512307°S   	0              
1              	974            	173.0945679°E  	43.7475426°S   	0              
1              	975            	173.0979689°E  	43.7443703°S   	0              
1              	976            	173.1012186°E  	43.7421193°S   	0              
1              	977            	173.1055327°E  	43.7382825°S   	0              
1              	978            	173.1134077°E  	43.7362480°S   	0              
1              	979            	173.1233663°E  	43.7343581°S   	0              
1              	980            	173.1293153°E  	43.7353834°S   	0              
1              	981            	173.1337985°E  	43.7400220°S   	0              
1              	982            	173.1343572°E  	43.7625395°S   	0              
1              	983            	173.1353022°E  	43.7756954°S   	0              
1              	984            	173.1301742°E  	43.7799028°S   	0              
1              	985            	173.1221376°E  	43.7800222°S   	0              
1              	986            	173.1126158°E  	43.7747618°S   	0              
1              	987            	173.1072228°E  	43.7738456°S   	0              
1              	988            	173.1028988°E  	43.7733336°S   	0              
1              	989            	173.1001006°E  	43.7728570°S   	0              
1              	990            	173.0980145°E  	43.7723060°S   	0              
1              	991            	173.0970486°E  	43.7725648°S   	0              
1              	992            	173.0969482°E  	43.7734126°S   	0              
1              	993            	173.0962378°E  	43.7744082°S   	0              
1              	994            	173.0940523°E  	43.7754051°S   	0              
1              	995            	173.0925277°E  	43.7762540°S   	0              
1              	996            	173.0912577°E  	43.7772870°S   	0              
1              	997            	173.0910554°E  	43.7780242°S   	0              
1              	998            	173.0920732°E  	43.7783551°S   	0              
1              	999            	173.0941075°E  	43.7782060°S   	0              
1              	1000           	173.0970571°E  	43.7778718°S   	0              
1              	1001           	173.0998037°E  	43.7777958°S   	0              
1              	1002           	173.1027546°E  	43.7782354°S   	0              
1              	1003           	173.1058582°E  	43.7787485°S   	0              
1              	1004           	173.1107474°E  	43.7820608°S   	0              
1              	1005           	173.1138589°E  	43.7865908°S   	0              
1              	1006           	173.1182999°E  	43.7942889°S   	0              
1              	1007           	173.1173987°E  	43.8017344°S   	0              
1              	1008           	173.1000562°E  	43.8072053°S   	0              
1              	1009           	173.0974584°E  	43.8056965°S   	0              
1              	1010           	173.0959836°E  	43.8062875°S   	0              
1              	1011           	173.0937442°E  	43.8060682°S   	0              
1              	1012           	173.0914034°E  	43.8061069°S   	0              
1              	1013           	173.0887574°E  	43.8062565°S   	0              
1              	1014           	173.0862632°E  	43.8058161°S   	0              
1              	1015           	173.0825990°E  	43.8056345°S   	0              
1              	1016           	173.0800040°E  	43.8058207°S   	0              
1              	1017           	173.0780184°E  	43.8050481°S   	0              
1              	1018           	173.0758309°E  	43.8056024°S   	0              
1              	1019           	173.0734895°E  	43.8051617°S   	0              
1              	1020           	173.0700796°E  	43.8047584°S   	0              
1              	1021           	173.0674835°E  	43.8040229°S   	0              
1              	1022           	173.0649896°E  	43.8035452°S   	0              
1              	1023           	173.0630559°E  	43.8035463°S   	0              
1              	1024           	173.0639219°E  	43.8043935°S   	0              
1              	1025           	173.0658573°E  	43.8059771°S   	0              
1              	1026           	173.0675886°E  	43.8069343°S   	0              
1              	1027           	173.0688617°E  	43.8076706°S   	0              
1              	1028           	173.0703379°E  	43.8080014°S   	0              
1              	1029           	173.0735951°E  	43.8082205°S   	0              
1              	1030           	173.0789895°E  	43.8082906°S   	0              
